"","city","city_ascii","state_id","state_name","county_fips","county_name","lat","lng","population","density","source","military","incorporated","timezone","ranking","zips","id"
"273","Bayamón","Bayamon","PR","Puerto Rico",72021,"Bayamón",18.3793,-66.1635,161034,2304,"polygon",FALSE,FALSE,"America/Puerto_Rico",2,"00959 00957 00956 00934 00960 00961 00966 00916",1630035622
"274","Champaign","Champaign","IL","Illinois",17019,"Champaign",40.1144,-88.2735,159443,1503,"polygon",FALSE,TRUE,"America/Chicago",2,"61822 61820 61821 61824 61825 61826",1840007239
"275","Alexandria","Alexandria","VA","Virginia",51510,"Alexandria",38.8185,-77.0861,159428,4121,"polygon",FALSE,TRUE,"America/New_York",2,"22302 22301 22304 22305 22311 22314 20598 22320 22331 22332 22333 22334",1840003837
"276","Hayward","Hayward","CA","California",6001,"Alameda",37.6328,-122.0772,159203,1349,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"94541 94542 94545 94544 94540 94543 94557",1840020293
"277","Springfield","Springfield","IL","Illinois",17167,"Sangamon",39.771,-89.6538,158509,723,"polygon",FALSE,TRUE,"America/Chicago",2,"62711 62712 62702 62703 62701 62707 62704 62705 62706 62715 62716 62719 62722 62726 62736 62739 62756 62757 62761 62762 62763 62764 62765 62766 62767 62769 62776 62777 62781 62786 62796",1840009517
"278","Lakewood","Lakewood","CO","Colorado",8059,"Jefferson",39.6977,-105.1168,157935,1416,"polygon",FALSE,TRUE,"America/Denver",2,"80465 80232 80235 80214 80215 80227 80226 80228 80201 80225",1840020198
"279","Lafayette","Lafayette","IN","Indiana",18157,"Tippecanoe",40.399,-86.8594,157820,942,"polygon",FALSE,TRUE,"America/Indiana/Indianapolis",2,"47909 47905 47904 47901 47902 47903",1840008354
"280","Frederick","Frederick","MD","Maryland",24021,"Frederick",39.4336,-77.4141,156787,1172,"polygon",FALSE,TRUE,"America/New_York",2,"21705 21703 21702 21701 21709",1840005710
"281","Lake Charles","Lake Charles","LA","Louisiana",22019,"Calcasieu",30.2012,-93.2122,156181,674,"polygon",FALSE,TRUE,"America/Chicago",2,"70605 70607 70601 70615 70602 70606 70609 70612 70616 70629",1840015039
"282","Odessa","Odessa","TX","Texas",48135,"Ector",31.8831,-102.3406,155998,1052,"polygon",FALSE,TRUE,"America/Chicago",2,"79761 79762 79763 79765 79768 79769",1840020794
"283","Tuscaloosa","Tuscaloosa","AL","Alabama",1125,"Tuscaloosa",33.2348,-87.5267,155499,631,"polygon",FALSE,TRUE,"America/Chicago",2,"35475 35476 35405 35404 35406 35401 35403 35407 35486 35487",1840005563
"284","Warner Robins","Warner Robins","GA","Georgia",13153,"Houston",32.597,-83.6529,155140,805,"polygon",FALSE,TRUE,"America/New_York",2,"31088 31005 31093 31099",1840015800
"285","Palmdale","Palmdale","CA","California",6037,"Los Angeles",34.5944,-118.1057,155079,564,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"93552 93550 93591 93551 93590 93599",1840020502
"286","Hollywood","Hollywood","FL","Florida",12011,"Broward",26.0294,-80.1679,154817,2192,"polygon",FALSE,TRUE,"America/New_York",2,"33019 33024 33023 33021 33020 33004 33316 33312 33022 33081 33082 33302",1840015144
"287","Midland","Midland","TX","Texas",48329,"Midland",32.0249,-102.1137,154793,758,"polygon",FALSE,TRUE,"America/Chicago",2,"79701 79706 79707 79705 79703 79702 79708 79711",1840020792
"288","Leesburg","Leesburg","FL","Florida",12069,"Lake",28.7657,-81.8996,154574,249,"polygon",FALSE,TRUE,"America/New_York",2,"34748 34762 34736 34749 34789",1840015083
"289","Port Arthur","Port Arthur","TX","Texas",48245,"Jefferson",29.8554,-93.9264,154468,272,"polygon",FALSE,TRUE,"America/Chicago",2,"77655 77640 77642 77611 77641 77643",1840020919
"290","Muskegon","Muskegon","MI","Michigan",26121,"Muskegon",43.2281,-86.2563,153565,998,"polygon",FALSE,TRUE,"America/Detroit",2,"49442 49440 49441",1840002870
"291","Macon","Macon","GA","Georgia",13021,"Bibb",32.8065,-83.6974,153159,237,"polygon",FALSE,TRUE,"America/New_York",2,"31206 31052 31210 31211 31213 31216 31217 31207 31204 31201 31220 31202 31203 31205 31208 31209 31221 31294 31295 31296 31297",1840043455
"292","Kansas City","Kansas City","KS","Kansas",20209,"Wyandotte",39.1234,-94.7443,152960,473,"polygon",FALSE,TRUE,"America/Chicago",2,"66101 66102 66103 66104 66105 66106 66109 66115 66112 66111 66118 66110 66117 66119 66160",1840001626
"293","Sunnyvale","Sunnyvale","CA","California",6085,"Santa Clara",37.3836,-122.0256,152703,2676,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95002 94089 94085 94086 94087 94088",1840021573
"294","Pomona","Pomona","CA","California",6037,"Los Angeles",34.0585,-117.7626,151691,2548,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"91766 91767 91768 91769",1840020507
"295","Escondido","Escondido","CA","California",6073,"San Diego",33.1347,-117.0722,151625,1568,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92029 92025 92026 92027 92030 92033 92046",1840020620
"296","Pasadena","Pasadena","TX","Texas",48201,"Harris",29.6583,-95.1499,151227,1339,"polygon",FALSE,TRUE,"America/Chicago",2,"77058 77059 77586 77506 77507 77504 77505 77502 77503 77258 77501 77508",1840020930
"297","New Bedford","New Bedford","MA","Massachusetts",25005,"Bristol",41.6697,-70.9428,149910,1840,"polygon",FALSE,TRUE,"America/New_York",2,"02740 02744 02745 02746 02741 02742",1840003219
"298","Fairfield","Fairfield","CA","California",6095,"Solano",38.2592,-122.0324,148683,1097,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"94585 94533 94534 94535",1840020253
"299","Naperville","Naperville","IL","Illinois",17043,"DuPage",41.7483,-88.1657,148449,1476,"polygon",FALSE,TRUE,"America/Chicago",2,"60540 60563 60564 60565 60567",1840008143
"300","Bellevue","Bellevue","WA","Washington",53033,"King",47.5951,-122.1535,148164,1709,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"98004 98005 98006 98007 98008 98009 98015",1840018417
"301","Binghamton","Binghamton","NY","New York",36007,"Broome",42.1014,-75.9093,148145,1635,"polygon",FALSE,TRUE,"America/New_York",2,"13904 13905 13901 13903",1840000460
"302","Elkhart","Elkhart","IN","Indiana",18039,"Elkhart",41.6916,-85.9628,147567,734,"polygon",FALSE,TRUE,"America/Indiana/Indianapolis",2,"46514 46517 46516 46515",1840008187
"303","Topeka","Topeka","KS","Kansas",20177,"Shawnee",39.0346,-95.6955,147458,787,"polygon",FALSE,TRUE,"America/Chicago",2,"66621 66622 66609 66608 66607 66606 66605 66604 66603 66611 66612 66614 66616 66601 66624 66625 66626 66629 66636 66647 66667 66675 66683 66699",1840001621
"304","Joliet","Joliet","IL","Illinois",17197,"Will",41.5189,-88.1499,147344,886,"polygon",FALSE,TRUE,"America/Chicago",2,"60421 60586 60432 60433 60431 60436 60435 60434",1840008192
"305","Beaumont","Beaumont","TX","Texas",48245,"Jefferson",30.0849,-94.1451,146091,547,"polygon",FALSE,TRUE,"America/Chicago",2,"77708 77705 77706 77707 77701 77702 77703 77713 77704 77710 77720 77725 77726",1840019612
"306","Paterson","Paterson","NJ","New Jersey",34031,"Passaic",40.9147,-74.1624,145233,6665,"polygon",FALSE,TRUE,"America/New_York",2,"07524 07522 07514 07513 07505 07502 07504 07501 07503 07507 07509 07510 07533 07543 07544",1840000838
"307","Merced","Merced","CA","California",6047,"Merced",37.3057,-120.4778,145149,1390,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95348 95340 95341 95343",1840020313
"308","Pueblo","Pueblo","CO","Colorado",8101,"Pueblo",38.2705,-104.6112,143932,789,"polygon",FALSE,TRUE,"America/Denver",2,"81004 81005 81003 81001 81008 81002 81010 81011 81012",1840020255
"309","Tyler","Tyler","TX","Texas",48423,"Smith",32.3184,-95.3062,143796,718,"polygon",FALSE,TRUE,"America/Chicago",2,"75709 75702 75703 75701 75710 75712 75713 75798 75799",1840022076
"310","Torrance","Torrance","CA","California",6037,"Los Angeles",33.8346,-118.3417,143592,2701,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"90277 90501 90503 90505 90504 90507 90508 90509 90510",1840021873
"311","Yuma","Yuma","AZ","Arizona",4027,"Yuma",32.5992,-114.5488,142847,313,"polygon",FALSE,TRUE,"America/Phoenix",2,"85365 85364 85369",1840021998
"312","Metairie","Metairie","LA","Louisiana",22051,"Jefferson",29.9977,-90.178,142135,2359,"polygon",FALSE,FALSE,"America/Chicago",2,"70002 70003 70001 70006 70005 70004 70009 70010 70011 70033 70055",1840013994
"313","Surprise","Surprise","AZ","Arizona",4013,"Maricopa",33.68,-112.4524,141664,506,"polygon",FALSE,TRUE,"America/Phoenix",2,"85361 85379 85388 85387 85374 85375 85378",1840021941
"314","Columbia","Columbia","MO","Missouri",29019,"Boone",38.9478,-92.3256,141645,725,"polygon",FALSE,TRUE,"America/Chicago",2,"65202 65203 65201 65215 65211 65216 65217 65218 65299",1840007391
"315","Athens","Athens","GA","Georgia",13059,"Clarke",33.9508,-83.3689,141532,421,"polygon",FALSE,TRUE,"America/New_York",2,"30622 30601 30602 30605 30606 30607 30609 30683 30603 30608 30612",1840029463
"316","Roseville","Roseville","CA","California",6061,"Placer",38.7703,-121.3196,141500,1239,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95661 95747 95678",1840020233
"317","Thornton","Thornton","CO","Colorado",8001,"Adams",39.9197,-104.9438,141464,1521,"polygon",FALSE,TRUE,"America/Denver",2,"80260 80233 80241 80602 80640 80023 80229 80614",1840021422
"318","Miramar","Miramar","FL","Florida",12011,"Broward",25.9773,-80.3351,141191,1889,"polygon",FALSE,TRUE,"America/New_York",2,"33029 33023 33027 33025",1840015137
"319","Pasadena","Pasadena","CA","California",6037,"Los Angeles",34.1597,-118.139,141029,2371,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"91101 91106 91107 91105 91103 91104 91102 91109 91110 91114 91115 91116 91117 91121 91123 91124 91125 91126 91129 91182 91184 91188 91189 91199",1840020505
"320","Mesquite","Mesquite","TX","Texas",48113,"Dallas",32.7623,-96.5889,140937,1151,"polygon",FALSE,TRUE,"America/Chicago",2,"75149 75150 75181 75185 75187",1840020713
"321","Olathe","Olathe","KS","Kansas",20091,"Johnson",38.8832,-94.8198,140545,880,"polygon",FALSE,TRUE,"America/Chicago",2,"66062 66061 66051 66063",1840003833
"322","Santa Maria","Santa Maria","CA","California",6083,"Santa Barbara",34.9334,-120.4432,140545,1815,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"93454 93455 93458",1840021830
"323","Houma","Houma","LA","Louisiana",22109,"Terrebonne",29.5799,-90.7058,140469,874,"polygon",FALSE,TRUE,"America/Chicago",2,"70363 70360 70361",1840015063
"324","Carrollton","Carrollton","TX","Texas",48113,"Dallas",32.989,-96.8999,139248,1466,"polygon",FALSE,TRUE,"America/Chicago",2,"75007 75006 75010 75011",1840019436
"325","Grand Junction","Grand Junction","CO","Colorado",8077,"Mesa",39.0876,-108.5673,139143,621,"polygon",FALSE,TRUE,"America/Denver",2,"81505 81504 81507 81506 81501",1840020230
"326","Charleston","Charleston","WV","West Virginia",54039,"Kanawha",38.3484,-81.6323,138706,570,"polygon",FALSE,TRUE,"America/New_York",2,"25305 25304 25303 25302 25301 25311 25312 25314 25317 25321 25322 25323 25324 25325 25326 25327 25328 25329 25330 25331 25332 25333 25334 25335 25336 25337 25338 25339 25350 25364 25375 25387 25392 25396",1840006196
"327","Orange","Orange","CA","California",6059,"Orange",33.8038,-117.8218,138669,2086,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92868 92869 92866 92867 92865 92856 92857 92863 92864",1840020582
"328","Fullerton","Fullerton","CA","California",6059,"Orange",33.8841,-117.9279,138632,2386,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92833 92831 92835 92832 92834 92836 92837 92838",1840020576
"329","Greeley","Greeley","CO","Colorado",8123,"Weld",40.4151,-104.7706,137810,858,"polygon",FALSE,TRUE,"America/Denver",2,"80634 80631 80632 80633 80638 80639",1840020149
"330","Carolina","Carolina","PR","Puerto Rico",72031,"Carolina",18.4054,-65.9792,136771,2550,"polygon",FALSE,FALSE,"America/Puerto_Rico",2,"00979 00987 00982 00983 00985 00981 00984 00986 00988",1630035637
"331","Las Cruces","Las Cruces","NM","New Mexico",35013,"Doña Ana",32.3265,-106.7892,136254,519,"polygon",FALSE,TRUE,"America/Denver",2,"88012 88011 88005 88007 88001 87654 88006 88013",1840020683
"332","Panama City","Panama City","FL","Florida",12005,"Bay",30.1995,-85.6004,136133,382,"polygon",FALSE,TRUE,"America/Chicago",2,"32401 32405 32404 32402 32412",1840015034
"333","Harlingen","Harlingen","TX","Texas",48061,"Cameron",26.1917,-97.6976,136037,626,"polygon",FALSE,TRUE,"America/Chicago",2,"78550 78552 78551 78553",1840021036
"334","West Valley City","West Valley City","UT","Utah",49035,"Salt Lake",40.6889,-112.0115,135248,1472,"polygon",FALSE,TRUE,"America/Denver",2,"84119 84120 84128 84118 84125 84126 84127 84129 84130 84131 84170",1840021389
"335","Hampton","Hampton","VA","Virginia",51650,"Hampton",37.0551,-76.363,134510,1009,"polygon",FALSE,TRUE,"America/New_York",2,"23666 23651 23605 23669 23661 23663 23664 23665 23667 23668 23670 23681",1840003866
"336","Warren","Warren","MI","Michigan",26099,"Macomb",42.4934,-83.027,133943,1505,"polygon",FALSE,TRUE,"America/Detroit",2,"48093 48092 48091 48089 48088 48397",1840002418
"337","Mauldin","Mauldin","SC","South Carolina",45045,"Greenville",34.7849,-82.3005,133872,899,"polygon",FALSE,TRUE,"America/New_York",2,"29662 29607",1840015476
"338","Bloomington","Bloomington","IL","Illinois",17113,"McLean",40.4757,-88.9703,133846,1100,"polygon",FALSE,TRUE,"America/Chicago",2,"61701 61705 61704 61709 61710 61791",1840007207
"339","Coral Springs","Coral Springs","FL","Florida",12011,"Broward",26.2702,-80.2591,133759,2258,"polygon",FALSE,TRUE,"America/New_York",2,"33071 33076 33065 33067 33075 33077",1840015134
"340","Round Rock","Round Rock","TX","Texas",48491,"Williamson",30.5254,-97.666,133372,1421,"polygon",FALSE,TRUE,"America/Chicago",2,"78681 78664 78665 78682 78683",1840020879
"341","Yakima","Yakima","WA","Washington",53077,"Yakima",46.5923,-120.5496,133191,1300,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"98901 98903 98902 98908 98904 98907",1840021154
"342","Sterling Heights","Sterling Heights","MI","Michigan",26099,"Macomb",42.5809,-83.0305,132438,1403,"polygon",FALSE,TRUE,"America/Detroit",2,"48310 48313 48312 48314 48311",1840003094
"343","Kent","Kent","WA","Washington",53033,"King",47.3887,-122.2129,132319,1513,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"98031 98030 98032 98042 98035 98064 98089",1840018424
"344","Burlington","Burlington","NC","North Carolina",37001,"Alamance",36.0758,-79.4686,131043,707,"polygon",FALSE,TRUE,"America/New_York",2,"27217 27215",1840013362
"345","Bellingham","Bellingham","WA","Washington",53073,"Whatcom",48.7543,-122.4687,130641,1287,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"98229 98225 98226 98228",1840018346
"346","Santa Clara","Santa Clara","CA","California",6085,"Santa Clara",37.3645,-121.968,130365,2761,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95054 95050 95051 95053 95052 95055 95056",1840021571
"347","Racine","Racine","WI","Wisconsin",55101,"Racine",42.7274,-87.8135,130142,1915,"polygon",FALSE,TRUE,"America/Chicago",2,"53405 53404 53406 53403 53402 53401 53407 53408",1840002493
"348","Greenville","Greenville","NC","North Carolina",37147,"Pitt",35.5956,-77.3768,130118,1012,"polygon",FALSE,TRUE,"America/New_York",2,"27834 27858 27833 27835 27836",1840013407
"349","Stamford","Stamford","CT","Connecticut",9001,"Fairfield",41.1035,-73.5583,129638,1330,"polygon",FALSE,TRUE,"America/New_York",2,"06906 06907 06905 06902 06903 06901 06904 06910 06911 06912 06913 06914 06926 06927",1840004841
"350","Elizabeth","Elizabeth","NJ","New Jersey",34039,"Union",40.6657,-74.1912,129216,4049,"polygon",FALSE,TRUE,"America/New_York",2,"07208 07202 07201 07206 07207",1840003613
"351","Johnson City","Johnson City","TN","Tennessee",47179,"Washington",36.3406,-82.3803,127571,599,"polygon",FALSE,TRUE,"America/New_York",2,"37614 37615 37601 37604 37602 37605 37684",1840014462
"352","Lynchburg","Lynchburg","VA","Virginia",51680,"Lynchburg",37.4003,-79.1909,126814,647,"polygon",FALSE,TRUE,"America/New_York",2,"24504 24502 24503 24501 24505 24506 24513 24514",1840003855
"353","Simi Valley","Simi Valley","CA","California",6111,"Ventura",34.2663,-118.749,126589,1167,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"93063 93065 93062 93094 93099",1840021843
"354","Fort Smith","Fort Smith","AR","Arkansas",5131,"Sebastian",35.3493,-94.3695,125354,536,"polygon",FALSE,TRUE,"America/Chicago",2,"72901 72904 72908 72903 72923 72916 72905 72906 72913 72914 72917 72918 72919",1840013456
"355","Kenosha","Kenosha","WI","Wisconsin",55059,"Kenosha",42.5864,-87.8765,124972,1378,"polygon",FALSE,TRUE,"America/Chicago",2,"53144 53140 53142 53143 53141",1840003160
"356","Norman","Norman","OK","Oklahoma",40027,"Cleveland",35.2335,-97.3471,124880,269,"polygon",FALSE,TRUE,"America/Chicago",2,"73019 73026 74857 73072 73071 73069 73068 73070",1840020451
"357","South Lyon","South Lyon","MI","Michigan",26125,"Oakland",42.4614,-83.6526,124694,1219,"polygon",FALSE,TRUE,"America/Detroit",2,"48178",1840002432
"358","Boulder","Boulder","CO","Colorado",8013,"Boulder",40.0249,-105.2523,124345,1551,"polygon",FALSE,TRUE,"America/Denver",2,"80310 80304 80305 80302 80303 80301 80307 80309 80314",1840018774
"359","Abilene","Abilene","TX","Texas",48441,"Taylor",32.4543,-99.7384,123420,446,"polygon",FALSE,TRUE,"America/Chicago",2,"79605 79699 79603 79601 79607 79606 79602 79604 79608 79697 79698",1840019476
"360","Lehigh Acres","Lehigh Acres","FL","Florida",12071,"Lee",26.612,-81.6388,123378,514,"polygon",FALSE,FALSE,"America/New_York",2,"33936 33973 33972 33971 33976 33974 33970",1840014220
"361","Pearland","Pearland","TX","Texas",48039,"Brazoria",29.5585,-95.3215,122460,981,"polygon",FALSE,TRUE,"America/Chicago",2,"77047 77089 77584 77581 77588",1840020979
"362","Berkeley","Berkeley","CA","California",6001,"Alameda",37.8723,-122.276,121363,4473,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"94708 94707 94705 94704 94703 94702 94709 94710 94720 94701 94712",1840018914
"363","Richardson","Richardson","TX","Texas",48113,"Dallas",32.9717,-96.7093,121323,1639,"polygon",FALSE,TRUE,"America/Chicago",2,"75081 75080 75082 75045 75083 75085",1840020710
"364","Redding","Redding","CA","California",6089,"Shasta",40.5698,-122.365,121313,599,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"96002 96003 96001",1840020141
"365","Arvada","Arvada","CO","Colorado",8059,"Jefferson",39.8321,-105.1511,121272,1207,"polygon",FALSE,TRUE,"America/Denver",2,"80005 80004 80007 80003 80002 80403 80001 80006",1840018788
"366","East Los Angeles","East Los Angeles","CA","California",6037,"Los Angeles",34.0326,-118.1691,121187,6282,"polygon",FALSE,FALSE,"America/Los_Angeles",2,"90063 90022 90023",1840019206
"367","St. George","St. George","UT","Utah",49053,"Washington",37.077,-113.577,120899,449,"polygon",FALSE,TRUE,"America/Denver",2,"84770 84790 84791",1840021559
"368","Billings","Billings","MT","Montana",30111,"Yellowstone",45.7891,-108.5524,120728,948,"polygon",FALSE,TRUE,"America/Denver",2,"59106 59105 59102 59101 59104 59107 59108 59115 59116 59117",1840018496
"369","Yuba City","Yuba City","CA","California",6101,"Sutter",39.1357,-121.6381,120456,1736,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95991 95993",1840021463
"370","Rochester","Rochester","MN","Minnesota",27109,"Olmsted",44.0151,-92.4778,119942,831,"polygon",FALSE,TRUE,"America/Chicago",2,"55902 55901 55906 55904 55905",1840008987
"371","Leominster","Leominster","MA","Massachusetts",25027,"Worcester",42.5209,-71.7717,119690,558,"polygon",FALSE,TRUE,"America/New_York",2,"01453",1840000437
"372","Kingsport","Kingsport","TN","Tennessee",47163,"Sullivan",36.5224,-82.5453,119666,397,"polygon",FALSE,TRUE,"America/New_York",2,"37660 37664 37663 37665 37662 37669",1840014425
"373","Duluth","Duluth","MN","Minnesota",27137,"St. Louis",46.7756,-92.1392,119476,461,"polygon",FALSE,TRUE,"America/Chicago",2,"55803 55802 55805 55804 55808 55810 55811 55812 55807 55806 55815 55816",1840007685
"374","Rock Hill","Rock Hill","SC","South Carolina",45091,"York",34.9416,-81.0244,119105,750,"polygon",FALSE,TRUE,"America/New_York",2,"29732 29733 29730 29731",1840014618
"375","Gilroy","Gilroy","CA","California",6085,"Santa Clara",37.0047,-121.5855,118993,1378,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95020",1840020327
"376","Cambridge","Cambridge","MA","Massachusetts",25017,"Middlesex",42.3759,-71.1185,118927,7182,"polygon",FALSE,TRUE,"America/New_York",2,"02142 02140 02141 02139 02138 02238 02477",1840000429
"377","Sugar Land","Sugar Land","TX","Texas",48157,"Fort Bend",29.5935,-95.6357,118488,1130,"polygon",FALSE,TRUE,"America/Chicago",2,"77498 77478 77479 77487 77496",1840022217
"378","Texas City","Texas City","TX","Texas",48167,"Galveston",29.4128,-94.9658,118169,300,"polygon",FALSE,TRUE,"America/Chicago",2,"77591 77590 77539 77554",1840022234
"379","Iowa City","Iowa City","IA","Iowa",19103,"Johnson",41.6559,-91.5303,118041,1133,"polygon",FALSE,TRUE,"America/Chicago",2,"52245 52246 52240 52242 52243 52244",1840000532
"380","Saginaw","Saginaw","MI","Michigan",26145,"Saginaw",43.4199,-83.9501,117958,1087,"polygon",FALSE,TRUE,"America/Detroit",2,"48607 48602 48601 48606 48663",1840002813
"381","Chico","Chico","CA","California",6007,"Butte",39.7575,-121.8152,117668,1191,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"95973 95926 95928 95927 95929 95976",1840018778
"382","Dover","Dover","DE","Delaware",10001,"Kent",39.161,-75.5203,117282,622,"polygon",FALSE,TRUE,"America/New_York",2,"19902 19901 19904 19905 19906",1840005810
"383","Clearwater","Clearwater","FL","Florida",12103,"Pinellas",27.9789,-82.7622,116946,1731,"polygon",FALSE,TRUE,"America/New_York",2,"33755 33759 33756 33763 33761 33767 33764 33765 33757 33758 33766 33769",1840015110
"384","Coeur d'Alene","Coeur d'Alene","ID","Idaho",16055,"Kootenai",47.7041,-116.7935,116834,1260,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"83815 83814 83816",1840018402
"385","Seaside","Seaside","CA","California",6053,"Monterey",36.6224,-121.8191,116720,1410,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"93955",1840021634
"386","Independence","Independence","MO","Missouri",29095,"Jackson",39.0871,-94.3501,116672,577,"polygon",FALSE,TRUE,"America/Chicago",2,"64054 64055 64056 64057 64050 64052 64053 64015 64016 64051",1840008534
"387","West Jordan","West Jordan","UT","Utah",49035,"Salt Lake",40.6024,-112.0008,116480,1391,"polygon",FALSE,TRUE,"America/Denver",2,"84088 84081 84084",1840021388
"388","Brandon","Brandon","FL","Florida",12057,"Hillsborough",27.9367,-82.3,115911,1350,"polygon",FALSE,FALSE,"America/New_York",2,"33511 33510 33594 33619 33584 33508 33509 33595",1840014151
"389","Bloomington","Bloomington","IN","Indiana",18105,"Monroe",39.1637,-86.5257,115884,1424,"polygon",FALSE,TRUE,"America/Indiana/Indianapolis",2,"47406 47408 47401 47403 47404 47405 47407",1840007376
"390","El Monte","El Monte","CA","California",6037,"Los Angeles",34.0739,-118.0291,115487,4663,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"91732 91731 91733 91734 91735",1840020480
"391","North Charleston","North Charleston","SC","South Carolina",45019,"Charleston",32.9066,-80.0722,115382,574,"polygon",FALSE,TRUE,"America/New_York",2,"29423 29420 29456 29485 29483 29404 29405 29406 29418 29416 29419",1840015164
"392","Carlsbad","Carlsbad","CA","California",6073,"San Diego",33.1247,-117.2837,115382,1180,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92008 92009 92011 92010 92013 92018",1840019352
"393","St. Cloud","St. Cloud","MN","Minnesota",27145,"Stearns",45.5339,-94.1718,115028,660,"polygon",FALSE,TRUE,"America/Chicago",2,"56304 56301 56303 56302 56372 56393 56395 56396",1840008881
"394","Temecula","Temecula","CA","California",6065,"Riverside",33.4928,-117.1315,114761,1188,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92590 92591 92592 92589 92593",1840021937
"395","Clovis","Clovis","CA","California",6019,"Fresno",36.8278,-119.6831,114584,1741,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"93611 93612 93619 93613 93747",1840018944
"396","Meridian","Meridian","ID","Idaho",16001,"Ada",43.6112,-116.3968,114161,1297,"polygon",FALSE,TRUE,"America/Boise",2,"83646 83642 83680",1840020046
"397","The Woodlands","The Woodlands","TX","Texas",48339,"Montgomery",30.1738,-95.5134,113819,1017,"polygon",FALSE,FALSE,"America/Chicago",2,"77380 77381 77382 77384 77389 77393",1840019585
"398","Ponce","Ponce","PR","Puerto Rico",72113,"Ponce",18.012,-66.6198,113401,1426,"polygon",FALSE,FALSE,"America/Puerto_Rico",2,"00728 00717 00716 00730 00732 00733 00734",1630023669
"399","Westminster","Westminster","CO","Colorado",8001,"Adams",39.8837,-105.0624,113166,1383,"polygon",FALSE,TRUE,"America/Denver",2,"80030 80031 80234 80005 80003 80021 80020 80035",1840021423
"400","Costa Mesa","Costa Mesa","CA","California",6059,"Orange",33.6667,-117.9135,113003,2762,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92626 92627 92628",1840019326
"401","Monroe","Monroe","LA","Louisiana",22073,"Ouachita",32.5183,-92.0774,112891,623,"polygon",FALSE,TRUE,"America/Chicago",2,"71209 71203 71202 71201 71207 71210 71212 71213 71217",1840014881
"402","Utica","Utica","NY","New York",36065,"Oneida",43.0961,-75.226,112650,1376,"polygon",FALSE,TRUE,"America/New_York",2,"13501 13502 13503 13504 13505 13599",1840002746
"403","Pompano Beach","Pompano Beach","FL","Florida",12011,"Broward",26.2428,-80.1312,112118,1802,"polygon",FALSE,TRUE,"America/New_York",2,"33069 33060 33062 33064 33061 33072 33074 33097",1840015143
"404","West Palm Beach","West Palm Beach","FL","Florida",12099,"Palm Beach",26.7468,-80.1316,111955,803,"polygon",FALSE,TRUE,"America/New_York",2,"33411 33412 33417 33409 33407 33405 33401 33402 33422",1840015993
"405","Waterloo","Waterloo","IA","Iowa",19013,"Black Hawk",42.492,-92.3522,111631,423,"polygon",FALSE,TRUE,"America/Chicago",2,"50707 50703 50702 50701",1840000440
"406","Everett","Everett","WA","Washington",53061,"Snohomish",47.9525,-122.1669,111475,1296,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"98207 98204 98205 98203 98201 98208 98275 98206 98213",1840019785
"407","El Centro","El Centro","CA","California",6025,"Imperial",32.7867,-115.5586,111425,1478,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"92243 92244",1840020630
"408","Santa Fe","Santa Fe","NM","New Mexico",35049,"Santa Fe",35.6619,-105.9819,111269,625,"polygon",FALSE,TRUE,"America/Denver",2,"87505 87507 87501 87502 87503 87509",1840021707
"409","Downey","Downey","CA","California",6037,"Los Angeles",33.9379,-118.1312,111126,3457,"polygon",FALSE,TRUE,"America/Los_Angeles",2,"90242 90240 90241 90239",1840019245
"410","Spring Hill","Spring Hill","FL","Florida",12053,"Hernando",28.4797,-82.53,111076,716,"polygon",FALSE,FALSE,"America/New_York",2,"34609 34608 34604 34606 34611",1840014105
